date,amount,description
18/07/2021,-72.75,rFDfLQKMCn apple oIEdJ
01/05/2021,78.37,nqLibZUEZU salary uQlwt
14/08/2022,32.73,lHIMUHcQUU salary MFnFl
20/10/2020,-74.8,ErbEKmFoGY coop AhpTQ
23/05/2021,-87.22,AenOXONslY amazon ptFHA
19/11/2021,52.13,KYbmZPpBhF birthday gift KGCvK
05/05/2021,-44.3,TvLnzKNjaa gym JSEgl
22/12/2020,-75.9,boJdOFZRDV cash bDOIp
20/01/2021,4.1,nZceiXRohL paycheck JqPDc
11/09/2020,-73.44,yadSaVTGYs etoro OfbZS
04/07/2021,24.6,GDvjaftKZt salary zgURR
21/11/2021,22.13,giHfCBbqML birthday gift KgSZV
01/08/2021,-51.14,sgJVwOahzW vanguard dGRxh
04/02/2022,-63.91,yNIvuWynuZ coop mXpsq
20/03/2021,62.99,sWcIFIYgTs salary elqbn
29/10/2020,6.19,obXAwoFKQK birthday gift SPaxP
22/06/2021,-24.44,VFbNSwflOR cash uTFfP
31/12/2020,31.96,yeiWIgvQMD salary nUJdk
15/08/2022,22.06,rGtkKnpMKG salary fkaID
11/03/2021,-26.86,KqCRblNwFQ tesco pmbNJ
24/09/2020,-59.23,iLNVlcubVU energy lefxL
12/01/2021,0.77,wCdzjEUIDf birthday gift kJDsq
03/01/2022,-14.6,XNDFLtDagf adobe qHxzM
10/07/2021,-7.53,nijPbNmckm gym tsMGk
26/07/2021,-2.37,oPypCDweWE amazon sosFr
23/02/2022,-40.43,fEebFwfUbo coop zCqwH
25/12/2021,20.03,TMMaySfMfG paycheck pTMcN
09/04/2022,26.88,mwbYADRGqu paycheck VwNkk
23/03/2022,58.39,vgdNkqxOXY birthday gift TzjXX
08/11/2020,-21.14,rlFqPZhlEb bowling vbpsk
25/08/2021,2.05,WYOkRXaPlj birthday gift JnYYe
25/04/2022,-76.15,dTFGDXPkYv invest cwOpc
15/07/2022,-27.96,MuaHStnWCK adobe UfsbN
29/10/2021,-11.26,dbFTdTNLcm british gas ZDgNQ
25/12/2021,-36.41,lwYthRgcMC nabu casa Lgrpd
30/06/2022,-77.51,ToioFZhbXa etoro oUQLF
07/07/2022,-62.5,VDBJfceXlL united utilities RRThw
17/11/2021,-36.1,HgoTBdRmyr united utilities XaWta
06/08/2022,-36.77,uUuyfUhLMK energy eZFmI
30/06/2021,-4.89,undDGXfqKC amzn lNmlB
03/03/2021,24.45,GNzwinDSqy paycheck gJaTk
23/04/2022,-64.58,VFcdljcaoM cinema vXeny
08/05/2021,27.89,dWdKWXHesH paycheck aGlWf
11/02/2022,-72.24,fJDgElRDkG john lewis QYemz
03/03/2021,-54.32,YyvXGTlhQv energy YMgRZ
18/07/2021,-75.86,nAcdnQGGHA bus PAEaQ
16/01/2021,-47.44,sMXkhcOwAK gym UHceH
30/12/2020,-21.78,aRqSfapklu gym qRTNn
28/01/2022,-1.49,MXYbwMTUWa etoro KEfbD
25/07/2021,-9.98,LaVLIixLxL gym wnqsT
23/02/2021,-79.39,xHEekFpmOe british gas JiAJw
14/04/2021,-30.07,rtVTOpAepj tfgm xhrZx
30/08/2020,33.66,pNYQExBvDj salary jhqXB
21/11/2020,-24.41,WKSqyzUEKg marks&spencer hAqaR
27/04/2021,3.48,soYojgyFft salary QqIsS
03/03/2021,-36.33,MRRMJhYCnC cinema EfJpN
23/11/2020,-86.32,FkYMVsDOJK apple shMfd
05/05/2022,-67.6,blDQaplQMk sainsbury JATrf
02/01/2022,60.54,HQJLabXePU salary ZJAcJ
17/02/2022,-83.74,hxcrOnVYYY adobe rSgir
07/12/2021,-42.39,AgMqQlBkyt cinema QEJlv
20/11/2021,-87.07,xOrPwmhWuD nabu casa ukjXR
05/09/2021,-50.89,IRNkmexpqr nabu casa NReEa
10/02/2022,25.34,gtZFbpohGv salary BaIYh
15/10/2021,5.88,WJzkHdhikR birthday gift ZotOD
08/04/2021,-70.72,okbaHMVMRn gym pKmDB
21/11/2021,-38.45,bJuqpgccYY john lewis OQdRq
18/09/2021,-45.97,sAFCHITUCr john lewis iAFOX
29/04/2022,6.81,zhQfFDZGZV birthday gift UvFNx
09/02/2022,-66.24,JMtWQWwHDm o2 OjbGe
23/09/2020,-44.07,FbKpXOVbOK bt kNMGR
25/09/2021,-54.51,wbtczLvwfV nandos ABXLB
15/07/2022,-25.75,JHiAAVNSzJ cinema OttnL
10/09/2021,-19.28,lKCGbdBurn fitness jMFnT
08/08/2021,5.82,xyzEiLkoBz salary hypHY
11/07/2022,28.69,VPtihZqGcK birthday gift wCZYu
24/01/2021,-58.75,zLnFzyJleu etoro rKHlh
24/08/2022,-86.11,meqUCKyfiA bt iRarf
31/03/2021,-4.43,dIDhrLGZly british gas DhLCI
18/04/2021,66.94,rHTMBuKaOa paycheck DpGRX
07/09/2020,-59.45,kcxhecrvbF invest oJyUj
27/11/2020,29.61,iXTGSFGUXX birthday gift IkRBV
14/02/2022,-25.97,WRHgsKDXfa aldi HDGUH
27/04/2022,-55.65,uxdZLCqGpG marks&spencer OYKCm
21/07/2021,-25.64,hkVBpILzKz vanguard tepGG
29/10/2021,-5.61,ALCiRzGCQT tfgm lIHFD
17/01/2021,-21.04,iwxBNLamrW adobe aQezV
10/11/2021,36.98,aznupzEMUA paycheck VAolc
30/06/2022,34.36,mPMcOWDnzB paycheck kShus
25/11/2021,-10.7,jNxlZnKAar etoro DwgdU
26/11/2020,21.85,kieQLHIAzA salary XEGUv
28/04/2022,-39.72,jniEceuMbC bus RKhxE
02/01/2021,53.27,KikZrwRqBo paycheck JrVfW
22/06/2021,-50.92,xIlearaSdw gym wEySd
13/10/2021,-46.2,IbVMsrVtIA sainsbury ktAwQ
04/07/2022,-8.2,YuidwjVuTS british gas dVrKl
29/12/2020,11.85,viRcxWYulh birthday gift qNzxT
14/12/2020,-86.28,WhjYstGmAz nabu casa cTgqL
07/09/2020,-48.93,VakdoMVbtV greggs oMZPi
30/01/2022,0.14,NWvUYvweHt salary eJznW
03/01/2021,27.52,MgESXuZXME birthday gift Vtcmh
13/09/2020,-44.41,UnDjSxcDex cash BmxNm
28/05/2021,-56.31,nGMcTXgEvD bus FdzIO
27/04/2021,41.66,fJlidXmlBP paycheck OQLhP
19/06/2022,-84.44,GZYSiyxknY m&s sJVXR
27/09/2020,-57.38,NSbNEbvihG sainsbury PGIeV
10/11/2020,-69.57,pYaskQScDk adobe MhXkQ
06/03/2022,-59.22,SQDfTqGDlo british gas ztEKW
23/01/2022,-75.83,GLgUEGQTYo john lewis hohOc
15/04/2021,-53.53,pbYuzMDwUL fitness VaAGY
29/10/2021,-65.27,BpEDhBZkHD nandos KbaZw
02/06/2021,73.68,sqIUgkyrtI paycheck GlWLT
04/09/2021,-78.17,isnwRWYQNo aldi aGuqe
25/08/2021,84.82,JCBzpQNoGg birthday gift henAW
21/01/2021,-42.43,pURBPrXNou fitness iLkmQ
14/11/2020,11.93,jqIPaRcPQl paycheck dkRGQ
11/11/2021,62.79,QnAhWZGeVz salary yEhoE
08/06/2022,-43.86,fpKIzhiPjr tesco XwHLi
05/11/2021,8.78,pynuGNAndM paycheck qEbjA
06/06/2022,52.77,sOFCZwOHYr salary bSoer
25/03/2021,35.12,dCkWuPAiKJ birthday gift vFoQf
12/03/2022,-36.98,BateAcnQpr amazon hOLro
10/04/2022,-80.61,mpkxTjuHqk energy axZUs
29/04/2021,-67.45,kEdSNrvUbM energy WbvII
30/04/2022,-62.99,AXCmPvAamf asda OvtJh
17/05/2022,-39.16,HqmlIUPxCy apple vBHtb
01/09/2020,-67.89,cCFIUmsqoZ john lewis REAQr
20/09/2020,8.23,JIizBmFvaQ paycheck baCMB
05/10/2020,-60.96,BhdDTrDdIf octopus tDMwg
16/10/2020,-87.91,ixyYWwdOsf apple FYkXG
16/05/2021,11.81,fNGArOMIvd salary dYDMn
09/11/2021,15.73,MuwBcDapMl paycheck xYRsh
24/07/2021,-15.44,cCzKWPZCLl etoro JrxiX
01/03/2021,-37.85,yeGMQzMZch bus pABXb
19/06/2021,75.41,fJuriPkTzc birthday gift wXtSc
22/02/2021,47.09,nGKMCVGHJI birthday gift BwJty
08/01/2022,58.22,sBoXzpMiFh salary bEDxn
08/02/2021,-23.23,eQcPOXgXOm asda MBFKT
01/06/2022,-61.04,PwcCgPLLDT united utilities QLmkp
09/02/2021,-70.6,EbCbeALDcc cash cdarY
14/08/2021,-58.75,kVKCTPtkqw amzn jxwzs
19/07/2021,-56.42,PuAATGXVPZ cash fwEki
17/02/2022,-21.23,ebnRQHvOeg sainsbury pZqHq
30/05/2021,-17.56,KiAeZuMJWn sainsbury zGZKe
18/09/2020,11.76,DArdNVaurL salary tKCPN
06/09/2021,-47.66,RzGwsDMKik bowling YJHsS
27/05/2021,-34.77,wBXtRYlaxx tfgm FxJOp
16/03/2021,-36.97,UPBIpcSXlx gym aBpHi
02/09/2020,-39.24,TSyIhfsUQQ british gas KLNYP
15/11/2021,-17.59,EHRHUZTYHR fitness jbujs
30/07/2022,60.91,BRCQFRkBfG paycheck qxlIg
14/09/2021,-43.83,CtTdTwMZaj m&s LxaCa
25/07/2022,-82.1,QbKRzoGYDI john lewis poKIF
29/06/2022,-20.63,BNtToYOVpB amazon Dvypd
26/01/2021,-24.38,zUpeDfnAFY british gas ojnLf
18/12/2021,3.12,iWmywhLlFi paycheck iWbJk
17/11/2020,-5.59,DlWytkmjJW bt HwRKo
24/09/2021,-23.31,KgUFswWhaV o2 gVkqV
14/12/2020,-9.57,qsuyvDoCcG bt ygGTh
18/01/2022,-51.69,dQWcruootP fitness oNOYS
04/02/2022,-82.4,ZNdPvisFYJ fuel QHoWA
07/12/2020,-74.98,abokVgvkhO nabu casa hjZQX
28/06/2022,55.13,rlnUvqRDbj paycheck IhwPn
01/09/2020,61.52,pPttFyrYFS birthday gift wIIIt
07/03/2022,-73.2,gtPxEguSoL apple nyJMS
11/10/2021,-55.73,KfHjKSKOiW spa xRNVy
21/04/2021,15.07,YaFMZOwcuT birthday gift EGvhu
19/11/2020,-79.84,qDImGJWXGS gym fxDkt
29/03/2022,33.6,xUlXMhkTWC salary ZclRe
07/05/2022,23.18,qJfroSzYoF birthday gift ZFAsJ
02/05/2021,-54.53,AJhRttrMGI gym tMVJo
22/08/2021,-72.04,pKjYJyjxpX tesco uDvWG
14/09/2021,-18.04,sJdcqNaxlx cash Bcqpp
25/12/2021,-8.68,rnbQKpHuzK apple abHiI
28/03/2022,-56.05,wOIgxdyVnJ amzn grgTK
27/09/2020,-52.72,itiYfwNnLA cinema DMIkz
03/04/2022,34.9,DpErlEPHJu paycheck Xvmpc
04/09/2020,-95.89,WqydncNuuR nandos FzAPn
02/01/2021,36.69,clhMEmlnfE salary WSfGN
19/06/2021,38.17,RpYadkSIZB paycheck vIjZa
16/04/2021,-13.38,sgXrKfGuub sainsbury yZJVD
01/04/2022,-82.53,tNRcZvjBCO coop hRlSm
18/05/2021,-76.43,dnlhkmPmMI amazon MvytL
20/10/2020,57.12,dbUGtrmYOi birthday gift eSBQY
15/04/2022,18.56,iMLMdLInas salary tsNLr
06/11/2021,-31.49,lKzPkZIzTJ energy oCQEY
12/08/2022,-11.7,fDdLUePHEp asda SUEpr
22/09/2020,-56.13,zUwxjchXcs octopus EtwVg
13/05/2022,31.1,pYWznGgFFm birthday gift fRWhA
01/01/2022,-65.61,fkMZAViHwE energy hPnfs
12/11/2020,-42.6,iOMSBbWQjV cinema raiUB
03/10/2020,-47.09,NavGuXObLd john lewis uXahr
18/11/2021,20.85,mPTBmzEowq salary ldJJA
17/07/2022,-70.2,DRfcTuZGDE coop jUWaC
05/11/2020,-70.23,cviwBlMqIO bus Rwrbv
23/09/2021,-4.0,NyHCDhnbHP energy RHfBf
26/04/2022,-59.18,XFhuTwvtXb metrolink cqJlS
28/01/2021,-64.49,IPOtvreuSj marks&spencer IwjIu
01/06/2022,13.27,IiMTXqhZoN salary ybfTB
05/05/2021,15.17,DdVqTxtjky salary jugkL
10/06/2022,-60.93,gTSVyRThSK metrolink eezGY
12/06/2022,-50.72,pxSpMQUQFM fitness dUqWG
01/05/2022,62.37,ZzpuasEaoK birthday gift IYlnc
29/11/2020,5.19,HjjyHrKpAj birthday gift QdzlP
01/01/2021,-82.54,pOwrdYEmiJ marks&spencer Uwcnj
23/03/2021,-32.51,LEvzOZPtGy tesco vtqRj
14/05/2022,-60.88,DDqVVywHUl nandos bUrDr
31/01/2021,-44.9,nYzMMHVLYB nabu casa XzmQi
13/12/2020,-57.76,rDlWbVNwwn gym HXUYD
29/07/2022,39.97,zApSTxPxaM salary OLrqj
06/10/2020,-80.33,yMHSlQJFLs british gas udBUR
05/07/2022,43.74,nWPDKTDMeP birthday gift gBdCi
26/03/2022,-70.42,tWebiMFPoU spa yqunU
26/11/2020,-43.84,sIWOnMyKMz greggs KaoMm
08/09/2020,-9.82,QrDQUYgWtf nandos TfcNV
19/01/2022,4.92,rtxvBszyLO birthday gift RRBuV
24/02/2022,48.28,JKmWQbmxUk salary bMFGn
10/02/2022,-54.82,bWKmYDGUyp tesco JsJWu
27/03/2021,-60.69,UtJDfMqKLj etoro mlccb
19/03/2021,-84.05,BwkxCXifXV spa UgEOz
05/04/2021,-96.82,AIxpVLnfan marks&spencer NhpHq
19/03/2021,-57.57,GdLSNXlTGe nabu casa zLmXG
23/01/2021,-42.07,LhfoTZmGUg cash goHcs
18/10/2021,-47.56,fFuSBIcJGA nabu casa WOBht
29/04/2021,-16.97,qqxDsDUewj adobe fZQFN
19/08/2022,-51.39,AQUFNJQRBn british gas OBVbW
04/05/2021,-37.23,pnvkJqNrlM adobe noWlo
10/08/2021,-96.99,IAaBwpwPHU gym QrPek
04/10/2020,-71.48,RqvjmJwuRO tfgm QCBsd
07/06/2021,-20.54,KjHuzalKii octopus bZsHZ
29/06/2022,44.36,tnhccEWAEA salary pVBgO
13/10/2021,-84.73,DgxfLjYwml greggs RCixc
19/03/2021,-51.04,NvnBVKeWpg greggs wmqIe
11/01/2021,-73.21,uRRnBshPcY british gas HWABc
23/01/2022,-69.65,sBRpBuecOS nabu casa sSemj
29/07/2022,-46.53,YZuHBVAXzY sainsbury fgTOG
31/01/2022,-90.0,lAXQVtOmgk adobe MlXVw
27/06/2021,-56.09,SfCeGsUusE octopus wXbGl
29/11/2021,-35.34,qqukDBPgKI amazon MtoTx
06/06/2022,-18.31,bJgguRlxOo sainsbury jgpxd
14/01/2022,-81.25,iJBvsjTXRa marks&spencer BeLkV
17/01/2022,-0.06,MBIdtGxgho m&s UfyTV
10/04/2021,54.04,CqrUcNuPPt birthday gift GPJOJ
21/01/2021,-53.43,sKoElrrRov bt aWQON
22/03/2021,-57.51,vxMkSlBUKG nandos pxkKT
21/01/2021,-14.53,SMmusiMKsn british gas GmtMm
01/12/2020,26.08,kRTvsQOxFL birthday gift vHdkv
27/11/2020,-28.37,FSYLmBwibP united utilities vBnof
04/06/2022,-70.84,ENJAKYHQhV amzn QiYyT
16/11/2021,-3.71,cIPrCmgkbT metrolink aPXTK
25/12/2021,-68.64,wRtAOfUxCP sainsbury RVpce
02/09/2020,49.99,LEnXGPlpPQ salary IEpXv
17/03/2021,26.89,YVWEdvIwjM birthday gift qDHcR
02/10/2020,89.87,POttuOwVUW birthday gift uNzBt
10/03/2022,-44.92,lUlqMLbYPN cinema RlmTc
23/02/2022,-52.47,YdcUiemvBj cinema uXrFI
20/03/2021,-18.65,IptMdytUuZ cinema OtxtF
28/08/2021,49.72,kJvnikmAtm birthday gift UrsEo
13/01/2022,-29.83,NJFkgmgRrP fuel Bfrrx
27/02/2022,-49.8,MaeJLZdtqI energy CNyEO
27/05/2021,-39.78,XUDizIXMPf energy bgghJ
08/09/2021,-30.88,KcRFVkSWyf asda ozlZM
19/03/2021,-58.49,UuDWOytVGS nabu casa iotjM
10/09/2021,-27.9,UpjODHejNf nabu casa pUnEF
23/02/2021,11.54,NAZiwwokwW salary tmqHj
20/08/2021,-41.87,IAjgsXhreV vanguard Stobz
21/04/2021,-65.57,tbZXTDbgmI marks&spencer kNpKy
12/02/2022,-13.2,jZtTeJPuhe octopus dwdSR
24/04/2021,-67.61,oHSaGTOSUi fuel QAAnK
04/11/2021,-50.41,ueijaffqsP john lewis wqwlf
11/02/2021,37.92,lIYfNHOEvE salary aYxwV
19/01/2021,-42.87,nPGtNmBzUt o2 miCoS
28/07/2021,-46.07,hyXsQbGmgu british gas VpcRB
22/04/2022,-88.98,PYvbDDdxee fuel kLqhe
17/11/2020,85.33,shmcfEHCJN salary Dktmw
08/07/2021,-20.8,gWGTqZzrgf united utilities tTUgj
15/11/2021,-85.2,ptSYvbDrKt sainsbury eVzif
09/05/2022,27.03,gcJPIyczHr paycheck wRcuF
10/08/2022,-26.5,OOEJLPKQTc united utilities RQXZE
26/07/2021,5.75,BGqZXkvgcH salary TsxLj
19/09/2021,34.61,EnPjINFvFL paycheck ugQnq
16/07/2021,15.46,XUQfFuKKAA salary TArQt
19/04/2022,-15.47,phHHujgbQM fuel AUvYU
29/01/2021,66.72,xeSyxQDNZF paycheck CNXQj
02/11/2020,18.73,QIyIQZBCJm salary RMGWA
30/12/2021,-27.13,WKKVvRWBPn british gas PGtBR
17/08/2022,4.54,ywlTvcUOea paycheck etAzH
17/11/2020,-55.28,aZfevABEXh octopus jPuet
15/06/2021,5.59,oalOzPrzJC salary sJQDP
30/09/2020,-63.12,BnJqzCitCf marks&spencer qiHks
04/05/2022,-83.88,ygXoaFEFkD vanguard AItWL
25/12/2021,-21.69,QVQDOaHrFF octopus FqDyU
23/11/2021,4.8,vfHxbUkhfB paycheck FBAHe
29/09/2021,-56.64,msoWrLDMGt greggs HNTLv
06/09/2020,-37.11,TjZehSZWgt bus XnClA
12/01/2022,-72.05,KRExrkqiTP etoro NeeBh
08/06/2021,18.79,BkVqpidDzT salary Nfljl
15/07/2021,15.56,WXwgApKAuR salary Iwhda
17/10/2021,26.45,mVUZzoEgMP paycheck syzzI
01/03/2022,47.75,uVhwmSSkhF salary leRxA
05/10/2020,-40.55,HNUqXRooTV metrolink XHoQA
09/08/2021,-78.78,NHchnvNRdO bowling Kvebd
14/02/2022,-79.01,AMjwKkWGMq gym lYmBf
27/03/2021,-67.01,tlpRsXrCOa o2 NtIlW
17/03/2022,-72.91,tBGFfDLZUd bt kZNCT
01/01/2022,-1.7,UsgChWMFWn cinema uDcRH
12/02/2022,-29.61,UMTELaxxPx tfgm wjaiH
09/02/2022,8.63,ViNHKQOIbs paycheck DSinB
05/02/2022,25.04,zBEyQXoVcK salary MWmGh
08/01/2022,-66.74,wgqHfvtSPG nandos gWNFV
31/07/2022,-74.61,StMUMtEOkQ m&s LilRF
08/03/2021,-43.44,qsukArjOLp bowling ntGMa
03/04/2022,12.95,ajcDptJAFo paycheck WzGEP
11/02/2022,13.89,azQZvDEFhd birthday gift LLHai
26/08/2022,-30.2,ZxgZqyRidw gym oLpNW
27/09/2021,-29.88,ceGbRFLjea fitness TOQmA
06/08/2022,3.08,gghKXTzKOa salary WUswX
16/04/2021,-72.1,kUKbZlXdLu gym SegEc
22/09/2020,-14.85,woJeHiWiAW invest JThSC
27/03/2021,-65.22,hgorEQjZnt gym ByJHQ
01/03/2021,-25.25,HsAQiQdATz nandos kYKUC
29/12/2020,1.73,CZkfYBsmUc paycheck exFXG
11/07/2021,-18.69,pCgWgucpgw adobe Hmtuk
17/02/2021,-22.24,wfvLDwgGix o2 pIkef
24/03/2022,-18.92,RpihyridYm invest fxKWy
14/07/2021,-74.22,kDXzUghCoE m&s Mqikq
30/07/2021,-19.13,QhISDWCGky greggs uIAMj
17/08/2021,50.78,SwspOaJLdb paycheck jQwuZ
24/06/2022,-39.05,UAtlcJXxQe nabu casa GdqTO
28/09/2020,-72.72,TkkcErdYEU sainsbury evTDS
16/02/2021,76.79,rXsFzbZxhS birthday gift PjtSv
18/02/2022,-74.85,ZdHSVYuXeN bt znrjG
07/10/2020,-40.09,KnQfMZfzxz tfgm xdqLj
30/04/2021,96.95,VKSoZGvzrt paycheck LoFrf
12/01/2021,-66.57,BTwuoGiwPu etoro rdqho
24/10/2020,-64.33,xIopIicrqt bt UwCxd
14/07/2021,-11.2,XMAkzLFwve tesco UWjjD
11/05/2021,30.36,YvQKEDYGCM paycheck AokGz
26/05/2021,32.49,LedcymrNpC paycheck jmmUP
03/03/2021,-39.55,WwSMwKVUcF amzn iIDeJ
27/04/2022,42.96,pBTSdFfCFH salary diNYW
13/05/2022,-82.17,SkMDbccQNx nandos kHjAA
07/12/2020,-2.29,eqtEnaUHCu nabu casa jvZge
18/03/2021,-71.42,MZVkeOCNNl m&s xYdmp
17/09/2020,-86.9,vdXFsYcafo john lewis tYNWM
27/04/2021,53.87,xqAGLvaiKj birthday gift KLJaL
30/01/2021,-82.45,nFxBCCYRJN vanguard aDTtQ
04/09/2020,-30.69,RnLiSUuwAD o2 NpnUh
30/12/2021,11.76,uYykrWlMvz birthday gift mmNxv
05/05/2021,-70.99,bNLYHxTdpz amazon TpgUV
24/12/2020,-88.02,iOrjZTXPHt coop ExokU
20/03/2022,-15.64,bgtPNBhcyQ bus DDOdc
24/03/2022,-76.7,fAhCRUjjaH o2 FloaP
11/04/2021,-34.91,EfByVDwFvN asda GTjGB
28/11/2020,-45.53,NSRqlRjfGt coop bXgAB
27/03/2022,-66.91,lkHVHmKeKk energy pNkCQ
24/09/2021,-15.14,IrMZZrUtUZ bowling cNYUo
18/07/2022,-16.1,lcLeNXSaTF spa PbrfE
29/04/2021,30.6,BfMJSeeeNL birthday gift HcbqF
17/04/2022,-21.29,vAiMURiflf invest dwtBY
04/10/2020,-50.97,ANKVjgmxDC fuel TJmMi
27/09/2021,-17.42,ptZAQZdasI fitness qqlwc
16/01/2021,-7.58,gIdKtMpdtn apple yUMUT
21/09/2021,-81.76,gSnyslHDIc marks&spencer Bdkcs
02/12/2020,-61.13,zqAYaWJoQm coop ElaNa
15/08/2021,-52.99,rGrZiAErCf spa wkFMU
14/08/2022,-81.08,xzlqdguoiD nandos wvxay
06/07/2021,-73.35,wDjHaiNqKh bus qapns
01/03/2021,-6.78,PgJmgEPNSU bt AiKhn
06/10/2021,53.13,wlFiUvFPDa birthday gift carwD
09/10/2020,37.91,EkaXRaritN salary DoWif
09/05/2022,9.74,svDDIqyKAL salary SBTQR
01/08/2022,68.46,OANqCOhuOA birthday gift SXJzq
17/07/2021,-84.71,diLPnrxPvb adobe QUQts
25/08/2022,-68.43,jaINmHOzpU tfgm rMfWH
12/05/2021,-19.85,jQcZjSLEsK cinema hBjlR
17/08/2021,-37.5,wvXgUfyzCT coop JBdXt
27/05/2021,-35.09,QjRpOMADOW apple MQOtT
22/10/2021,59.13,MbZkbgYIiO birthday gift ZLerI
07/10/2021,-54.99,afeJLXlKKA marks&spencer KwwFq
04/06/2022,40.19,OBLkPtcyIL birthday gift RpfrB
20/03/2021,5.49,bdOcxvhkcY paycheck odbrY
09/12/2021,5.57,zVJtxVIcTo birthday gift YDvvY
30/12/2021,23.71,lsbYrJbUmN salary jKxqF
01/06/2021,-22.34,zXEdWzxgOu cinema RYEdw
