date,amount,description
23/09/2022,-82.16,bIOaxWdKNt shell wRpPS
06/07/2021,32.76,DIuohyZpEm birthday gift tWCIV
05/08/2022,21.51,NvnVTcQASl birthday gift vBjZz
02/07/2021,-6.01,VqbghZpnwV greggs MqGuj
02/12/2021,7.95,TdgLWGVYXg birthday gift uCfCx
12/07/2021,-49.13,VnILPOXPXD spa knhjH
04/12/2021,9.43,mAJdQgqCGX salary CeroQ
07/09/2021,-81.82,iEXTNltnar greggs jesPU
31/07/2022,-31.19,ZmopPJeHlL energy dTOWP
09/05/2022,72.55,BHBhlcovBF birthday gift URuiB
07/02/2022,11.88,sBwFOuahyh birthday gift aYqyS
20/08/2022,-17.47,iXCKYpylfi adobe idyai
02/04/2022,-8.58,lgaEFIGAkz aldi IcUuP
31/10/2020,36.45,HJovsIomrA birthday gift PtVgU
30/04/2022,31.82,qRAsDMgxMz paycheck lCerx
19/01/2022,-66.22,OEZmbZUtJE shell iWIGK
27/07/2021,-19.82,KzMOkAKddC octopus qVhpB
13/09/2021,21.15,XgtnvDFzQN salary ThVzx
01/10/2022,28.3,jZifdvTLhC salary VveeO
01/11/2020,47.23,nhQuPPGDTX salary voTam
01/01/2021,-64.04,WGsskSuDvO john lewis cedNQ
24/03/2022,-24.83,KLPyBXWPMz fuel wMSsM
04/09/2022,55.55,CyaMevExRu birthday gift GaCtP
27/02/2022,-40.46,MoJTaqJVZi tesco mobile CSOpl
13/03/2022,8.89,KAjnrCeuls salary QvwkD
18/03/2022,-22.45,iPdLohQYaB vanguard owZIT
10/08/2021,55.09,VBaFHhJjgB paycheck vcvGS
25/04/2021,70.64,XHPwxlmsQE paycheck uHTle
17/06/2022,-22.21,UauDDOKiaJ trainline lwlWL
04/01/2022,19.63,rgBydUEEiP paycheck xydQl
28/01/2021,3.59,zTjgxViYhl birthday gift uYhVF
11/03/2021,-1.94,zEfSpCTTUV ee mobile pIEou
12/04/2022,-0.45,CCpiKgfjGJ o2 cyCcp
11/08/2021,-41.11,rUYVCGyPte fuel aVJCS
30/09/2021,-34.7,wqGirSbHWe trainline ufKvS
25/12/2020,67.22,sYrutcNPaY paycheck xTJAN
03/08/2022,-33.45,fjtsWKfwJF fitness bULLK
12/10/2020,-46.64,fhuCeTzuAn tesco mobile eLjHp
21/06/2022,36.12,NzYPNUTfkl salary nHpEL
09/09/2022,-73.17,dTeShgeLEC npower FUWLH
22/08/2022,-34.1,hjwiogyxZa apple xjQyM
15/10/2021,-72.79,xDTWHyXBBf mcdonalds KOEdE
11/11/2021,-5.94,jTvlqvEuRc ee mobile gqAqd
06/01/2022,1.17,vUbXPXPMyY paycheck sqzAU
12/01/2021,6.69,embHPRfvaR paycheck wYTSL
25/01/2021,39.23,FXMryjwAGe birthday gift umRUU
14/09/2022,-41.69,yzNMTyXgDo john lewis qFWyt
02/04/2021,55.92,heyDXqOUKI salary HvSbd
22/02/2022,16.89,izMfsFzoqe birthday gift TFrPK
11/08/2021,53.28,NUYHrxwrLV birthday gift cotqn
12/06/2022,-56.88,yGiexjHrUN vodafone IYSjd
02/03/2021,-33.54,WaeWZWkTwg ee mobile jvmzX
15/07/2022,-20.13,lWpqjcihrc vanguard BgOix
31/01/2021,5.83,OwJBmvMrXb birthday gift fglzu
19/02/2021,-42.5,CzMPkUOYlJ metrolink FCSXd
01/04/2022,69.9,paALqaYfFB salary wpPPI
05/07/2021,57.82,cZGfWkFDne birthday gift ZijaC
14/06/2021,-34.18,ozBXzppxZL bowling OoJvJ
23/09/2022,79.59,GRiyNLzEZy birthday gift xsWZR
18/11/2020,-55.26,kgVSgvFwcX tesco mobile hPJjh
25/09/2022,11.16,xuxBNwlVKz birthday gift LTObA
15/01/2021,52.4,TfwiQxngOp salary mefYp
22/01/2022,20.77,jBaNsfzYxk salary BlrzF
17/03/2021,-35.49,vwLBPLgyHJ slug & lettuce osCKV
09/05/2022,-65.54,zUYbpZLyXe bowling qkcCN
03/04/2021,-0.91,ZHVxaoFJXY coop BBKfJ
09/11/2021,38.89,thrpuNMeEn paycheck YfvwW
21/09/2022,3.13,qqAIXAxoxj birthday gift XuIcK
08/09/2021,15.24,lCeVrAHOaG birthday gift KlCrM
29/07/2021,73.42,FYYAksOjIG salary uwtTT
28/01/2021,63.01,eIwZUFikgY paycheck ZNdlD
29/03/2022,-55.29,cWNShbFhhz nandos pDUXv
19/05/2022,3.09,HawoHqGRtB salary YIhHC
29/05/2022,1.41,VysJyFfjQB paycheck FdxHH
23/04/2021,24.49,cFVcxPBnCU birthday gift ZFMzy
25/02/2021,-2.26,YfYfWInosa vodafone GwToB
24/07/2022,-11.03,uodcqPQpjE shell BSGed
07/11/2021,67.26,BdCVwbGuwR birthday gift qkfvs
29/03/2022,20.98,ozPcZuonvf salary Dimas
02/01/2022,-28.21,ickHccIIph spa RbnEH
15/09/2021,-2.85,wCGcCvFtLO trainline cJMDl
29/11/2020,-59.21,exFMozZFnh sainsbury bOUBH
25/07/2022,1.44,ZudbEGzRUW salary jejFs
04/11/2020,-76.15,xvVYnjOejX fitness IPTIU
18/09/2022,40.12,vhReIYAiMl paycheck nDNBs
12/09/2021,-17.3,jwsSqmmiTv eon jthHC
03/05/2022,86.81,spiuOdWTQc paycheck vNaoG
31/10/2021,-14.77,skJaFuvxYq united utilities bnIPD
16/09/2021,14.87,CpiaHCkefu birthday gift NVNcF
20/06/2021,-3.97,yvtYOAGdRm nandos OOPVe
02/11/2020,60.75,OGFuZVQluv birthday gift jLusO
05/08/2021,-1.84,ZPjTWlsKXo energy TkuDR
30/06/2022,33.66,MhhXzQiaWv salary pOZXW
30/11/2020,24.67,QmAXMBoFNt paycheck iRUOc
01/08/2021,-20.08,jQtphFvYUc vodafone QHIJX
26/11/2021,-34.37,zwZYLvqWHZ ee mobile xPgQU
15/04/2021,97.1,orvSDRukyq salary LKNMI
11/03/2022,19.78,DtWvwlCRYs birthday gift QmFnV
01/09/2021,-51.21,yBUzetHuBC greggs PAzjL
23/03/2021,1.54,bzNccxBLwg salary dgygc
25/07/2021,2.68,ognnSGznwY birthday gift jQIHP
12/11/2020,-6.72,IeugVvLhjd british gas dLdcL
27/11/2020,-8.66,lacBaUsXjs adobe HOVtL
06/05/2021,-11.09,hJWCmEkxXJ ee mobile pdkWt
14/12/2021,30.5,QPZRrnuaBr birthday gift WzGcS
18/03/2021,-18.29,jGMsLzAvKf tesco hRzKP
27/04/2021,-69.07,XWwZhYPWNu apple XxedM
28/04/2022,-26.34,fyqeIlVXmD fitness WathG
26/07/2021,70.27,DtxkZgWtwP salary JhYuc
12/05/2022,27.5,IrNoPyPgJD birthday gift XyNmX
13/03/2021,40.27,LrUxUaAWBm salary rcNlP
10/04/2022,16.25,cSgmhBDFAx birthday gift UeLuY
15/04/2021,-66.88,RhREpNDGKT ee mobile QMZBD
23/05/2022,-4.29,fOcWjPjANT bowling cNCBz
13/06/2022,-36.19,BlOjaTTJkM cash zLbFb
14/07/2021,13.3,dMlZSpsNMw birthday gift llkVU
19/02/2021,1.88,CQPGqcSQGu paycheck QaCaL
10/12/2021,-11.21,GCRGVnVYsK energy nkflO
11/11/2020,30.38,bxAWiXrnKF paycheck fXGED
13/11/2021,22.42,mhfLzSkyoV birthday gift Ktmfn
04/09/2021,13.18,dqwDPXKoSO salary mtkpF
06/05/2021,-37.37,ullDkLfjcf john lewis IdoQs
01/10/2022,-6.1,QiPhSkwOUS invest RfmcB
06/05/2021,-44.59,kEnDxDMoax adobe owlVy
24/09/2022,22.82,wRWywBXFjc birthday gift CaWex
30/11/2020,-38.38,OVDkPApdVb aldi asmaG
18/07/2022,40.71,javaqVoscK birthday gift DBmmY
24/11/2021,-30.17,niojWnwMgg tesco mobile DQrcb
07/07/2022,-42.55,PCmcHlskEI trainline UUTwu
20/12/2020,29.92,YwrypgNInC salary CAUZn
13/12/2020,15.9,DhHZTSXpSI birthday gift Txars
04/06/2021,-34.11,DIGSKdsNZt slug & lettuce jMVJg
17/09/2022,-75.71,mIdevVLXBt energy wCmlD
18/04/2022,35.6,LaOOTvachu birthday gift dAJMW
27/05/2021,-54.1,PGynRUjVdu apple pamPw
18/10/2021,3.55,mKfRiYaHiX paycheck andiw
13/11/2020,2.27,IrZzNFDVbu birthday gift eXrWG
10/08/2022,44.61,jivyIJLCig paycheck kLRZX
27/09/2022,78.78,fJRxgzSROw salary QVttk
14/01/2021,-10.92,FgzFbyZOxi eon WwuqY
04/08/2022,31.39,FwNUTmQlUL salary Sjljd
10/05/2022,-9.83,xqkHjqXUux bowling yZprE
13/05/2021,-40.39,oGIsuSknry gym fsExC
10/01/2021,-7.17,ruZVfVUyCl john lewis VMZBa
20/05/2021,-27.88,FwWjhXkENP vanguard zVgue
11/05/2022,-16.28,aRTwAVLjVq edf energy EkPah
06/12/2021,-37.01,JmyLuPDyIE bowling URJgV
17/06/2022,23.59,txjSlcUNIr salary RFiTx
08/04/2021,57.91,MIQpwbtkQF salary qNbni
10/07/2022,49.47,cwIopAkcWb paycheck kXQFn
14/08/2022,37.98,ocxcIGSYrB birthday gift oSTXG
30/05/2022,-11.14,qfetuWxBfr metrolink pvfJr
11/02/2022,-10.8,NorIwbyKpZ nabu casa MXGdz
11/10/2021,82.54,vhyYzPlMkR salary RXMJu
03/07/2021,-43.89,ihJpeSKKVV tesco HNpjP
09/02/2021,-14.36,pYzLCzwcsL esso WYbAd
01/09/2021,34.52,gmLlRzYWTV salary klAYb
05/04/2022,-68.1,oeHMUNLLcW o2 OFirV
25/03/2021,74.11,VjmVUbxRfG salary tmHem
06/02/2022,-63.93,qGcWCMJPLE invest WHjYH
18/08/2021,-35.78,xYNRuOJkeq apple sfbeP
20/08/2021,-22.99,xehqzguXuD bowling ifkEK
27/07/2022,19.11,uhWIDjIepq salary vwnlM
14/02/2022,-54.62,iiwOVkDKVJ marks&spencer XChjB
21/07/2022,-37.67,OtPvsbslan british gas JSmSQ
09/07/2021,-7.21,jMBbsdqwJs greggs sVLsM
15/01/2021,-92.89,vJGFtkRXzM bus SQxtz
09/06/2021,-34.68,oFZuyGHxup m&s XBWjp
19/04/2021,38.39,FivaEPrxmt birthday gift JPGCK
29/07/2022,-30.78,tbzHHhquVr esso QQIeP
04/10/2021,-34.9,KTaobglIDM greggs rtKcs
23/09/2021,-23.04,UJtdsrOuNL nandos fNKFS
29/06/2022,15.42,xMXVUesttC birthday gift qfXjr
23/08/2021,-8.28,yIoiCQGKKw john lewis tkZWo
02/09/2022,16.6,qryZtgMPBD paycheck uFaCO
16/06/2021,-17.2,cTYtgoAsce british gas qWifG
23/01/2021,81.33,UFaEhYmNKJ paycheck yXZBW
30/06/2022,28.81,HhCrclGgog salary AZUBY
07/01/2021,-6.79,vdWZjyGGDq bowling PVJsh
01/04/2022,44.5,yPBpAzdNQY salary VNQls
28/02/2021,-8.08,VHErNnQvSx aldi BydYf
20/01/2021,59.0,kKjSivoJGo birthday gift GOaTe
16/08/2021,68.58,asiBvZidRZ paycheck YYvSv
17/06/2022,45.63,OtSXljeYPa salary apThS
21/03/2022,6.39,qJOzXIySsW birthday gift cPwWr
12/09/2022,-2.11,xPNooxXdOa apple mvlCm
30/06/2022,64.79,iJjcJyfRyA paycheck smraP
20/01/2021,70.43,NICsCzErLl birthday gift zEGBy
07/12/2021,-39.29,EvjDmvdbpG apple QdSep
19/05/2021,-23.92,rYXzdSQCEk fitness iBwQd
09/04/2022,77.71,JrrTICOqDo paycheck ImYUl
17/10/2020,-44.71,IpypjFoLdV bowling QbMsU
02/02/2021,56.43,YfWHmqsmey paycheck OCjOd
19/05/2022,71.56,zlfcENItKA birthday gift oYpUE
25/12/2020,0.96,FpFztjvmzM salary anQbY
20/11/2021,70.31,qfSWaNUact paycheck AhAgD
07/01/2022,-62.93,oCGodAyEYP o2 qkqFg
05/06/2021,-66.58,teiYgWjKfB eon ERqtq
07/07/2021,7.79,CNRmUpaLjb birthday gift YJJgH
30/03/2022,-25.19,otNTIlvfCn m&s RaIHU
10/10/2022,16.21,FuwDolwwya birthday gift mbteJ
25/03/2021,-23.25,ySvIwKyGzI asda WuRVU
18/08/2021,16.92,MiDQVlwRnP salary Fhqnw
27/05/2021,-35.73,HygTpaxvLf aldi rEhpN
09/09/2021,-64.96,ZQoWIPPOhy cinema ZTzbL
31/03/2021,-47.17,qjSutirKjP slug & lettuce RTDzh
20/09/2021,-23.98,oHprhWXJiE bt WZkDh
28/02/2021,19.87,KezlWttDFt paycheck pOYAv
02/11/2020,-31.96,uCzASUKpSq ee mobile JsJyK
07/10/2021,-4.57,KNluHZyMdH energy jIliI
28/09/2021,28.16,jzfRSKCDCh paycheck iYvnh
26/12/2020,-44.0,fCENDiepon esso rzCoO
28/03/2021,63.43,hvGUevLMzL paycheck Zwpvb
27/08/2021,-40.05,TnLWaSQbcO eon eYKwi
03/12/2021,-27.75,HUHomeWMfm npower XgZUG
22/07/2021,-28.37,vFhveBALWd energy jIuqj
19/05/2022,3.42,bPKUitAjQd birthday gift Aoxuu
16/09/2021,4.48,RqsHOXgcZQ birthday gift bWCPm
13/10/2020,-3.7,bVMIYpUdWz ee mobile AQEHx
28/10/2021,17.46,GzmIQInRWu salary lhjmz
11/09/2021,-22.98,rAFDgmONSl npower mkVVz
16/02/2021,23.65,jyaMGHbuuQ salary RqOXc
29/11/2021,-45.05,wcWSdRqsXn gym SPPkk
10/02/2022,29.49,xsPLZoaIUH paycheck YKAek
09/05/2022,26.13,sWDqzNccCd birthday gift bvIpx
22/03/2021,23.02,olfhaGypkd paycheck yBaVl
06/10/2021,-22.48,QPCYGruaFN asda okytR
09/11/2021,45.61,jHpFuIuIxP paycheck nLozL
15/11/2020,10.58,NgqShIUqcz salary rwhrD
30/04/2021,-5.01,YWhKnjhyTd cash ycPNw
01/08/2022,-47.44,iziuurBYLF ee mobile ueHqY
08/05/2021,9.42,xxtIsPTwJx salary FqJqc
02/07/2021,81.83,RUjmPKlzzr paycheck MpSNJ
18/01/2021,1.09,DqHGBuRhMZ paycheck affPQ
25/03/2021,-17.73,RzPBAdxZTp fitness ZzRlm
11/10/2020,-38.51,YbSmyAXFsv united utilities PepiY
17/03/2022,41.77,SXUnzKwtoG birthday gift ACCbe
21/02/2022,-18.54,dptxAuAvPC invest Mosyp
09/03/2022,-16.86,UsiIrYlAjU eon sYZsE
25/05/2021,-62.64,EPVQfKsEwC coop KTmgz
12/02/2021,6.74,jMEUnqggpo birthday gift AxnWR
24/02/2022,-0.98,CIaEgvnVrA nabu casa Mhhvh
10/04/2022,31.82,QqVbVbpdlT birthday gift yplvY
23/06/2021,43.66,hySAFyZJVd salary dNszW
20/07/2021,47.83,bzzICFGfvz salary yiUeT
16/10/2021,-42.77,kZBrZIEamH etoro UioqK
09/02/2022,97.35,zzxedIXaol birthday gift Wjeow
25/08/2022,-25.45,NNssJFLFag trainline IGakV
05/04/2022,-86.32,jFLmFaKLzd marks&spencer zBPze
05/06/2021,-52.18,fGngDpZQoT nabu casa VEmrQ
14/09/2022,-8.99,NHuZZIjIyP fuel LYTSl
21/03/2021,0.18,NhzDWrmbHP salary Xswua
12/08/2021,71.18,fgxJxozRgP salary zQIBB
08/04/2022,85.09,SmGQUxtqBk paycheck dYVLR
09/10/2021,-40.48,TPvFZGJzgr marks&spencer iYpQZ
14/06/2022,-23.69,fskspcSsZI invest PWnwo
24/06/2021,28.32,eUXfetsLGW salary tKFft
04/09/2022,30.43,XeMGEGExmE salary ELcRj
16/12/2020,-34.61,FPjjUzGReE nandos ceFlc
08/03/2021,48.48,IkYWNeDzMu salary LAxXn
14/08/2021,-55.43,POJBpJUhWl gym Dgtyx
02/02/2021,-60.71,ASndnZHiou three tTCae
06/06/2021,12.33,mioAaxFlVC birthday gift GCeTL
08/02/2021,-32.26,HXJVtAkcCC npower QAPso
28/07/2021,11.57,ogoCAlewKn salary qjIpt
14/10/2020,-57.56,uKnCTbCaLt bt AiunK
22/02/2022,-74.26,HpnfNHIDel coop UYDTM
13/04/2021,2.18,YWqeyIvjto paycheck ZrRCI
01/01/2022,34.4,mHRYXXRQuQ salary WXXXZ
28/06/2022,41.5,shueDaNykO paycheck RJVhQ
11/12/2020,33.8,IPnLMihGad paycheck AXQkt
22/07/2022,45.75,HtsiRYqOXv birthday gift iotgg
11/05/2022,68.02,DwssikStIx paycheck cPFoz
21/10/2020,-1.74,cUdEvGqLoC ee mobile trpMr
03/12/2021,-50.44,UwaFSrqKtF asda Ecflc
26/02/2022,-50.34,JoGZuckZfN cinema ZKAzc
10/09/2021,-34.92,Xlcfspmjjy mcdonalds AhzZx
19/07/2021,64.3,rQmoAewbjh paycheck FHWIs
19/05/2021,13.15,BfqbGvfjaX paycheck RRlNm
17/07/2021,-5.57,kgvyLpzCvz fitness vZTsx
10/12/2021,-64.94,sldvwrqCif coop hjrvT
22/01/2022,53.01,XGRnihVZcL salary tMRpw
26/09/2022,-16.3,NICjOIAUsn trainline iSgWE
12/04/2022,6.46,gMqGepapCO salary JkikG
05/12/2020,56.0,BYGxRAtUPn paycheck JatVm
12/11/2021,3.71,mJnvkdGgns paycheck yrWDl
27/04/2021,-24.37,RYUnbRfNyz eon DVupp
17/01/2021,-20.77,KeRRAqhCNA shell OslVm
31/12/2021,-36.42,CZoTXmzoRe fitness WfkOk
16/03/2021,4.87,CLLVcIixyn birthday gift tvPlG
24/06/2022,25.53,rRdagwyRyM birthday gift CNbUs
27/10/2020,-27.42,VFAeFvWfMN adobe xXccn
29/03/2022,-1.3,kQWwRTyJTm fitness WOcvc
10/12/2021,-35.28,nWrjCKwlkS amazon UhLIa
19/10/2020,-82.43,wqSVBpYfGq british gas AQTFX
02/02/2021,18.29,XSNnvWneJm paycheck FCPvI
01/11/2020,-66.12,cfhOexbDFJ nandos MLBJC
09/03/2022,15.63,nqYIuflWMb paycheck iaxLB
18/11/2020,-26.23,qsOGlVxcNE bt UKvXx
30/04/2021,76.98,XGyuPdgKWz paycheck GibmQ
