date,amount,description
01/07/2021,-72.2,BmSmxFJrXq sainsbury FbWId
24/08/2021,-4.27,BVZJftgtKJ cinema rpZJu
05/09/2020,-0.41,dfBfpcNQjc tesco TbnUV
21/07/2021,-51.69,mjHgaQEHnb tesco xXmlU
28/12/2020,-29.75,dxwdYdFJXi octopus lRxvi
08/11/2021,-60.92,RGBoZqnswO bus EwKaH
03/02/2022,-45.03,MpTgfRjbZI etoro NRGlC
03/09/2021,-58.08,MpLIUcANvK cash loNee
28/08/2021,-44.12,LzZcvXkFfu amzn VAtoG
11/03/2022,-63.95,itYqJbeuLc british gas iXmrG
31/05/2022,-70.07,jzPVajrKnp o2 FFBFM
08/09/2021,-32.68,TbHfemaVNE spa EFRXH
02/12/2021,-80.64,WSWRgInmqt greggs hfNRq
22/04/2022,-47.5,VYoxSIVnTk amzn pyOvB
31/05/2022,35.43,CXHBwWtNQB paycheck tyidW
08/01/2022,-66.88,gsCcvSXLAI vanguard pbDCt
13/07/2021,-19.83,zciSGXPFjR spa fBmAH
21/02/2022,2.76,IKunGUgRdV birthday gift FjaSG
24/09/2021,-60.8,qILvdNtOuP m&s tVeJc
06/03/2021,-57.25,tDvWsADhCr o2 mjUFV
24/05/2021,-84.6,GKYxrCuzSY bowling wJJcr
19/07/2022,-84.22,tRTaHAnbRW tfgm UKYcj
02/02/2022,29.99,UQVsrEPjAL birthday gift EFUkl
31/12/2020,18.22,MdeUxJOBFW salary KaGLN
01/02/2021,-46.95,UwVICHDuUr gym CdTPx
26/05/2021,50.36,DRQyHlqCsl salary DZDli
04/04/2022,-48.35,hcXPdXqiFH marks&spencer mBdis
09/04/2021,-70.0,XiHEBXZjcm asda PWTnu
25/02/2022,-11.52,HYdXoYTKau united utilities PWMbw
01/06/2022,10.27,bTBtDEpkOf paycheck gykNc
07/03/2021,-20.93,DnMynfgKeM asda svVtK
27/04/2021,-24.05,KSCTlxbfNp bt mbVQr
30/05/2021,-74.19,rHvDBHCZVA coop UhzHr
31/12/2021,-46.95,LqMsYjKTzO aldi pWXCZ
13/12/2021,41.1,dQAWJFVFWv salary RzdkJ
04/04/2021,58.43,ttAgpIqzvG birthday gift WtWfO
01/06/2021,-90.54,ebZonoozzq aldi guDvY
12/06/2022,52.8,LkHrmapBWg salary GlKXv
30/01/2022,-54.48,LuIMGhLozE apple ROFtr
08/10/2021,-3.85,xGArMGBKIl british gas rwtCG
28/02/2021,19.44,nxCcDPDkKm salary UwwOJ
09/10/2021,7.18,GKJtZEHWbJ salary BLHCD
02/11/2021,-12.94,xvFZcVSWiL sainsbury ttGzi
13/02/2022,-85.56,SyaeytTyqd amzn MgEHj
12/11/2020,4.82,KqmEpBaXJv salary yRsmq
25/03/2021,-73.65,qqdsDrfLBa nabu casa oTWRW
15/03/2022,-20.81,QYgRoaNqop vanguard tdbnD
22/06/2021,-62.02,dfRMHRpkTS vanguard kPtHg
06/08/2022,-35.09,nVwSFNEhys tesco BiFEW
22/04/2022,-62.27,vfVjdnPQvF aldi NiIKf
21/02/2021,61.74,TZsFLHHczs birthday gift QOGFh
28/12/2020,62.4,HZMSeoeWWl birthday gift JhcXf
15/12/2021,60.58,TyBZDbmeJV paycheck BKQNe
17/09/2020,-44.64,JmYCbwiDJX cinema Ddhkl
25/12/2020,-69.11,xRdlrgbpUZ amzn TwBbr
24/02/2022,-25.14,vqZSFuUKjd invest mwzab
14/10/2021,-77.16,mlgUXSBZPT apple mRIpg
18/08/2021,-72.84,hMiByqpEDd bt HBsvG
12/02/2022,-50.53,SRJlTRultE united utilities bfeRs
07/11/2021,-61.59,PKbcLhflcG fitness ChgDJ
12/11/2020,-81.83,lSzfQCnUAr coop yHvPH
08/09/2021,-1.2,PmYnnDMJwF energy jKUhM
16/04/2022,-22.18,TBoEkSgqNO tfgm dprAT
23/04/2021,36.63,aHAUGdCMsE salary ZIBda
20/10/2020,14.61,uDYVgwooyD birthday gift KeoCC
17/04/2022,-1.02,TCtbOhBikJ apple bayfb
27/11/2021,-41.88,OZysVjPiXb asda fjMjw
13/02/2022,-63.8,WDgrPDgAHU bus znaKC
10/08/2022,-71.43,RvFJXNqDtL octopus urNiV
19/11/2021,-42.45,zRKkiIoxFh m&s cJGgv
25/07/2021,-30.16,OWIYoNIkvx vanguard mZcbx
20/03/2022,-0.27,QZmBDRxNyH o2 UEmua
18/02/2021,77.09,foakOFRKJF birthday gift kfmzM
01/03/2021,-39.59,AdaABIJFhu aldi YCgBa
10/12/2021,-38.85,tKfLArtSkd british gas WSKuh
16/09/2020,-61.16,kHtBaZVsXt apple nFHAP
19/03/2021,-33.3,tZMcHXDPBv etoro mXOlq
10/06/2022,-14.32,tCeRlbBrZz greggs ZITlp
01/08/2021,29.82,oqjNSQtxNW paycheck PCoGP
15/05/2021,-6.51,oVOPtGoiWZ coop vWPQU
27/05/2022,-72.94,OYOutbKmwS coop NYIvf
18/09/2021,59.81,SSNirQiHDm birthday gift IPSmw
26/04/2021,81.17,yCaXUsUgvF paycheck Pcfkm
26/04/2022,-79.68,RVAMydCSws o2 kblRv
15/09/2021,-64.29,ErVlZNXyNB etoro rNzVP
23/02/2021,49.03,sQMxrsKrwO birthday gift MCEbU
27/04/2021,-46.96,LPgTswNSum amzn OONUi
12/11/2020,5.88,jvnjZTxikI paycheck NZPte
17/07/2021,32.59,DAOAuZWVXr paycheck nGdLk
02/04/2022,39.83,DeyfhBYPLz birthday gift XOoWC
04/05/2022,-70.04,DzDWpalJTy bt SDXgu
05/09/2021,-55.29,BikdWnsJsw gym aGigy
21/11/2021,-8.8,YvwcEBfwyE british gas VPAVe
20/01/2021,-51.63,bwBkVZXYzy metrolink uGVfv
16/08/2022,10.87,FynheuEjKo salary FjulQ
14/01/2022,-62.21,CEtTNMvJBd adobe USabw
01/04/2021,-47.51,QtrznDgrCg o2 pemsT
11/07/2022,-24.68,mTWUXwSyqh amzn NAcWb
20/04/2021,-63.34,HhoFYuQzoq octopus vxVXb
03/11/2020,-42.89,WiHpYsuBRf cash fdtTZ
30/10/2021,41.38,ZWefgWapvS paycheck uJslG
05/02/2021,90.07,nnghZLULiN birthday gift lvTWE
30/10/2020,-53.99,SbtwBqTHVH octopus sGySB
28/12/2021,-81.3,gdXBTlElMV cinema upTAC
31/01/2021,-60.53,aXvIPJlLRY fuel Kkrnf
10/06/2022,-34.97,UvjYrhxoBd etoro ZJyqM
08/08/2021,-63.67,ogsjikycjm apple sHmzj
25/12/2021,-51.74,vbdVoQbRqP fitness NVekz
25/01/2021,-15.27,QJOZAqmpKF cash lgYQK
06/07/2022,-53.0,QSzzDRGkuj british gas ugfxy
30/11/2021,28.16,YNUVISjgzb birthday gift rrkbW
01/09/2022,-15.47,RdRfhuRDBf apple PInZL
30/04/2021,-59.4,FjUPSiKKLg etoro DMGVQ
27/01/2021,-95.44,KuTSuCuapT adobe JKNzN
22/05/2021,45.25,QJhFyjhqdS birthday gift ZlMFx
21/12/2020,-16.83,hLidYSSxGX marks&spencer WHfXP
03/05/2021,-56.02,SOcxUeRszX o2 agbTj
13/06/2021,-4.6,MkuKXkXuIy cash HeVWZ
23/07/2022,19.8,pOSVBZLTiH birthday gift EsrBS
07/11/2021,11.53,zSzNALgbPb salary nsbSh
25/07/2021,-89.71,VUSMJywOFb sainsbury KbcBr
29/10/2020,4.01,RiaTfyHbFH salary EevgS
16/08/2022,-76.01,soZFvOFIqJ amazon PCwoa
14/10/2020,-66.87,URiusmSoic invest Nbpgy
27/06/2021,-82.48,MEMtlXmdGs nandos QLHmZ
06/08/2021,17.91,pdayrINpTh salary KgLRN
07/03/2021,-7.68,mBudMPGvZy bus vuAVU
15/04/2021,-65.92,QkhPwrhNGd coop IiWGI
13/02/2021,-67.67,sBFnTEpkGr asda GUzvr
04/04/2022,-23.16,CWFqOjXAsn nabu casa HDKhI
24/06/2021,47.98,mQIsxeFRRz salary VmrfW
02/12/2020,-70.8,kSaSVZmIFd greggs eBbHm
18/09/2021,-80.84,DAQcGKIjqa energy jNiTr
25/12/2020,-18.48,GSEPkdKISa nandos xtQWK
10/08/2021,36.6,EPEPBfUxPV birthday gift MYkRm
28/07/2021,-98.17,UOiiPLUyYh united utilities JpZMy
17/05/2022,-70.74,ieRXwpheVr cash PDxso
16/01/2022,-70.42,pjvwCgXhbX asda PGSmJ
17/12/2020,-61.98,LCUQAgGWuS octopus pcxVJ
21/10/2020,-10.71,bsNgXRTETo bt eoJuU
19/07/2022,-85.03,piRXZrjrKo british gas AyuRp
04/03/2021,-52.97,FISCYdGrmg gym StKIU
27/06/2021,-77.34,MBiAuEelZT nabu casa jMqXC
27/09/2020,-7.06,iQPVyciaLK marks&spencer LuvDv
06/12/2021,-61.84,gTLxwIwvIu cinema vLomJ
16/03/2022,20.19,zvAWsYQMCu paycheck oKhpU
03/05/2022,-75.58,TxHhHcyUxN british gas zGnbi
17/05/2021,-32.53,zSnEyFoDzS aldi bSfYy
04/08/2021,13.66,NKPjmthiwZ paycheck acnPc
29/04/2022,-20.27,jtURvhypvr united utilities EWFtT
12/03/2021,26.18,mSdySWgbfD salary eAFiC
26/06/2022,-42.65,nfRolAyVPb amzn wvsOv
14/03/2021,-43.09,nYrPcVCbaF nabu casa vpAxq
20/12/2021,-24.89,MagalytfRe etoro rwmvX
16/03/2022,55.17,YREGbNBbzx salary YjyHe
16/01/2022,7.86,dPGgoHvKVn paycheck gPJMf
29/04/2022,-3.18,nQuAZPZDvh energy pfuQH
07/02/2021,-9.36,EqpTKStUYk octopus dQTrq
02/03/2022,8.96,yXkBcKaHXR salary JNCkO
29/08/2021,-3.35,srQahVhgBt amazon WAuXk
26/08/2022,-58.46,FraEemPELY aldi HnqJS
11/06/2022,8.01,iGOyOfVRgc birthday gift wfSCo
02/01/2022,41.3,ECMCpbzQUK birthday gift thERC
31/12/2021,-53.75,scKiInfnQF spa gHYeo
16/10/2020,45.35,TvnbzEoINs birthday gift aPAJy
20/09/2021,8.24,fGJxSgehwh salary gcNbY
19/02/2022,45.53,tYUTFYdHRM salary yfXXI
05/11/2020,16.71,EKLYJYVXKE paycheck WcXMG
20/04/2021,-19.73,IyeDALhZlG bt icCam
22/04/2022,-53.57,XmBqaCqwoa nabu casa RKrCK
27/11/2020,77.38,GpESFRWobf birthday gift HKXqI
12/11/2020,9.69,AaOwLiElkk salary exbAe
13/02/2022,-70.03,onLfbBAuzY energy eyQjB
23/01/2022,52.86,sPTeOsSaPj salary dbxzd
18/10/2021,-61.5,GiqywTKPEh apple lxFSw
22/02/2022,-67.36,DBQeIpSxlh fuel TOhdh
26/12/2020,3.78,fsHhZcCLoC birthday gift gvYNL
11/11/2020,-37.73,xNPskigIkD invest ECpRF
04/07/2021,-8.7,FqsLzhiGtP greggs CKDmg
05/05/2021,-57.52,OMoIJnsICX greggs wUvFD
18/02/2022,-60.06,xuaonxWriu fuel FXDSQ
14/01/2022,-65.64,OATFCiCPKv marks&spencer ayjuE
18/02/2021,-18.03,pjOEkSIcnk fitness Jhzof
28/10/2021,-70.52,zMZviigVBt o2 viIzS
22/05/2022,-52.0,bYuoYtfCaM spa MCsmx
11/06/2021,-53.6,lXuSMEXPmI nandos DLASi
28/11/2020,-54.63,hByQUiFMNJ amazon VsbkU
22/11/2021,-5.73,OAvueFpYeA sainsbury SXhPa
08/09/2021,-7.23,eHejrDabKl invest eXmao
11/06/2022,54.65,uWrcesCwzz salary Nirco
09/11/2021,-39.99,ExhhwvpQtD invest YmpVF
26/12/2021,-63.75,pcBNTxkwcZ amzn WDLpo
02/11/2020,-97.14,ahIbZkQUgk metrolink uCOfa
07/09/2021,-70.29,EYHbcHsvwJ amzn oIHdR
24/10/2020,25.1,QHyzTubKWr birthday gift wClSg
21/11/2021,42.43,WNFNFrPlVq paycheck dXbKi
08/08/2021,-11.72,IyAArslcAS aldi gsFRk
10/03/2021,-73.68,dxSGMwqzOB vanguard GPpYJ
18/11/2021,7.41,IEEjIviJHG paycheck sDBxT
23/04/2021,81.3,GnovevoDpU birthday gift EizIz
02/05/2022,-27.87,nwzRObzpHd amzn MbkSe
27/09/2020,-42.66,otZQGhpPuQ m&s ZiIIM
09/08/2022,-63.07,lBOTPMtlEx vanguard FqYav
27/08/2021,-73.07,JgGTHnKvDW united utilities wfOUE
23/04/2021,-65.42,cwFGGUHQsc apple xuPqk
23/05/2022,9.27,DfYQFAffRH salary XEfdU
13/01/2021,-72.13,GxKNryzFhk asda cowNi
21/07/2021,10.11,MIMcRRoCLN paycheck xVGba
12/11/2020,-77.58,DdUNHjFtMz o2 dPXAF
23/03/2021,-56.26,YmYOlGztIc apple CQGUd
08/04/2022,-13.51,JaRHCZXjfN spa GWnJg
10/02/2022,-7.99,lSUEUnRGhD apple dxFKg
20/09/2020,-81.37,JSvLkrFSNf etoro xcKIZ
16/08/2022,-11.22,bFhxQkXLbB coop iUJTR
22/01/2022,10.56,CIiRhCQDdM salary LKmeR
17/01/2021,-90.84,IrOciBdKlK adobe FVBYF
23/11/2020,-27.61,qWEHZHHkep british gas ZSLgl
06/12/2021,-66.02,zLGWxfBGRB bus vZepD
24/12/2020,-28.6,dXpCwZNalI tfgm PQEMi
22/02/2022,-71.75,hDBwePgmiw united utilities tcunJ
21/07/2021,-46.42,icbqOaDsoR nabu casa XtqMZ
24/04/2022,-85.45,EpVgoEltIW vanguard jtJIA
02/08/2022,-1.3,oHydXlsFXm o2 ykpWL
06/06/2021,-85.02,uWqMpDULsI apple JLgOO
08/05/2022,-31.8,wxXlodQwUB john lewis Clesy
30/08/2021,-30.83,XsFkYMMENl apple IVwHb
09/08/2021,34.38,yzuUXNGlFp paycheck klhBC
26/02/2021,-73.13,nPaSntMIEO m&s AaBNt
08/09/2021,-57.09,NjxuWKUtpR amazon dKTDR
28/03/2021,2.05,ZBwiwufqQD salary sFMxP
12/07/2022,-73.92,xMZXaSvDaB amzn QrkMU
26/12/2020,-26.99,TQDtSSSMhP vanguard rUpiE
01/07/2021,-24.48,qDCEQSlORh metrolink lCaAh
11/04/2021,47.45,vnTlrPUMYX paycheck dFkgA
05/10/2020,-20.62,DLxfPsUQbe tesco tfreO
05/12/2020,-33.86,qxxfEUarAp o2 HQLUA
18/06/2021,-61.21,nKPgWInGqw cinema farXb
09/03/2022,-65.8,MyKEznNSkx gym gCICg
04/05/2022,-56.05,ExAgFcEYve adobe vHctY
15/04/2022,-12.9,xlyuztmsbh gym mgbHf
13/09/2021,-65.69,SezOGCtJKd marks&spencer FTvaI
08/07/2021,32.58,NsGrlWCBJq paycheck BczMf
10/11/2021,-69.34,YnlkkyOYxr o2 DOEIF
07/11/2020,-90.99,OrloPqvqxy cinema WhObA
13/09/2020,12.88,ANzeMKRqLR salary oQVNo
21/02/2022,-5.17,hSDTfWzhsk gym ZOGeF
29/05/2022,-79.18,ElvlAvJLDW coop LXeCm
14/09/2020,-61.99,VKsWIBdevY amazon ezrMP
15/02/2021,-56.44,FtAgCGuCWo metrolink jjGQC
11/10/2020,-40.3,SkbNGleMIx fitness xKimR
19/03/2022,10.04,pDHGhOMVRX birthday gift IwUYb
04/11/2020,19.98,YVqlcHKsQc birthday gift jNdFV
10/09/2020,-5.07,SVAMaCDhCA greggs pnMMH
18/02/2021,-84.56,qVPFfdaUEF united utilities Neatl
24/04/2021,-74.58,LOKMUXCJys fitness lajgl
08/07/2021,-69.48,DWgqTgjcgy tfgm vRupm
23/10/2020,79.42,jfyPQZKBbX birthday gift nmzHt
06/08/2021,-53.59,dtRYryLaFk amazon APMuu
21/05/2022,-41.68,eFtinKEoDG coop aDiZk
03/05/2021,-73.96,PWxtPAksgz etoro fUBXq
07/03/2021,-13.3,tBhEyoXzVn vanguard YjPra
26/03/2022,-12.85,ytWyFwzGyD amazon XQgjL
14/10/2020,-29.11,kmNDtreSiV asda UFUsH
10/03/2021,3.06,uBORLsiBKJ birthday gift AlUrU
01/02/2022,27.73,IUbKUQIRVo birthday gift MKZDS
08/08/2021,-9.33,RbnZkDQoPS bt ERlrc
15/10/2020,-43.44,uoAFKvRiDL nabu casa zXMpn
29/03/2022,-12.2,wbgLzmCEpQ bowling dxWMn
20/05/2021,-25.49,vCggfTXuiK fuel gLXjr
01/12/2020,-86.04,BbYEBSSzOI vanguard eWbJf
04/05/2022,-1.44,xqnXNitXDR asda gNyEw
03/07/2022,-61.82,iHYdEkRjTl apple MRCAK
27/01/2022,-48.3,JMEbWFJrCY o2 SNLpJ
22/06/2021,-71.07,XzHtCosigF tfgm FGPdR
11/11/2021,52.27,kHpqoVEvEi birthday gift MpcKR
25/05/2022,-33.35,JyVGVhcROo cash jIgLG
06/01/2021,-4.04,socRAEFrfK nabu casa YwrYR
08/06/2022,-70.83,nidJuFPLcO etoro QtWOB
08/08/2021,-23.17,mikGQRXRDE nabu casa brmHR
09/03/2022,-39.34,QOKGpkkAFI o2 wVtXb
20/07/2022,0.49,gipGLaDEoE birthday gift uKDER
25/09/2021,62.68,DSkxNJoNSH birthday gift aMxKb
17/02/2021,-83.73,glEmlRwUsW nabu casa hYHKr
16/01/2021,-17.1,kGmmzfUekX nandos NfDEQ
05/01/2022,-47.4,FhyJmysVcr bowling OECih
01/08/2021,-81.75,LZZczmAEAV marks&spencer ybaIa
17/12/2020,-67.26,lCjaebkLSw vanguard TLjgf
01/07/2021,-94.89,WAVyjAPRpi spa DJpmK
18/06/2021,-18.92,DnlJMwIcGV amazon kLtbf
06/09/2020,-39.75,gylNqPXecl etoro qyVnx
23/02/2021,-68.08,vEUKVvjdmF invest MTcmi
01/12/2020,-49.69,pQZGWLxnAe amzn iQaCV
28/07/2022,-19.29,KFHhHLSQDW british gas mInFk
01/12/2021,-53.45,lrlFikZVrK marks&spencer NUKDi
12/08/2021,-81.31,RpAkgIQdzw spa AXEKv
09/10/2021,-17.92,YyNYGRQaNM metrolink cUeHZ
17/05/2021,28.76,vECHSrEnEo salary cqFbS
13/04/2021,-28.75,lVEKtkoRbX etoro WgtlJ
07/05/2022,-68.05,rOEEJSBtcd amazon dPjLg
06/07/2022,-46.23,SdLoOBXRde fitness hazPD
01/03/2022,-5.63,IJIaeXuHOX bt xDNSN
13/04/2022,-77.14,vqQWwSsfmn spa pYGuo
25/04/2021,46.55,DLiObkakfg salary ueovT
15/10/2020,5.17,IKntDNBmci salary vSLJA
19/02/2022,30.76,EWVSfbMtyn salary bFJAx
05/10/2020,15.32,DclGHDumXt salary ogaac
16/12/2021,6.63,yMqQOdRbSt salary ehCAW
19/02/2021,-46.46,MhTCxtmoIt marks&spencer aKdmy
01/03/2022,-56.69,wYaBBfOtTa apple XPikF
09/10/2021,-76.71,uWCCAnNvsl energy bKjKQ
09/12/2021,-53.08,gJPTFnxOPF tfgm vJahO
13/12/2021,9.44,hGmucNHWYp paycheck ZGJEB
11/08/2021,-23.94,BTUcAtQJzw fitness hvOjj
26/11/2020,5.31,fDuqYZhDgJ salary VqcNK
29/10/2020,-70.96,BFwVqYICCh energy UPJlF
02/10/2020,-72.23,diuRfDpGFq cash SMSHd
23/02/2021,-50.65,sSqidCoHnS coop mswrl
29/05/2021,83.95,KzRfdOiwEP salary USwPd
15/04/2021,-74.47,xkRrNyQfJz gym kmlAN
24/02/2022,-47.48,SJiEAraCqw tfgm WCFDC
31/10/2020,-9.05,juIEKVkehL united utilities DXVkx
15/05/2022,-59.3,etByPPLopM gym GKbGu
15/01/2022,-5.36,HyBmDBaYTf asda BNaZE
07/11/2021,-82.03,PROvfWVFJi bt nkbuQ
25/07/2022,-28.71,YplmbDfppR energy rQvnT
29/07/2022,-25.99,yhHwKNqLsB o2 VfdtX
18/04/2021,20.4,rtParMqAYz salary fLXyu
10/02/2022,-70.22,xxyfpAAmlq amazon MjaQJ
21/12/2020,-79.68,TZLJyGKrgB aldi MLtzr
05/05/2022,-77.56,BpHxfnciiA tesco XIkjP
13/02/2022,-36.88,LvOLgLclWr vanguard wQkHk
04/11/2021,-31.64,LsQfaBlQDG etoro asdyw
20/07/2021,-78.89,nBeSPSFWLn british gas KqquW
09/01/2021,-25.06,sLdozkmUNs sainsbury GDaUC
27/04/2022,-19.38,ZqHWJFltRq invest mDWAl
17/12/2021,-4.97,weVXPDVWqJ fitness NcwtP
21/04/2022,-31.55,NpsJApMDmI adobe GsZeV
10/08/2021,-78.37,kwRWMhwpNl adobe pzKIx
29/11/2021,62.87,sLSlyxUpiJ salary VarNx
22/06/2021,-60.51,wdeAAOKGJp adobe uVTFK
21/01/2022,-75.24,AtJSiFtKxb octopus tAIka
24/03/2021,-46.72,HurjCQwpKU vanguard YJUxc
26/09/2020,-81.51,DPplpVxYfc bowling NGApn
17/07/2021,-83.06,eJPLExbMbY apple AbiRf
23/10/2021,19.51,AooyWWSuzU birthday gift sHSHJ
04/11/2021,-83.94,oeYdtmFzBa bowling UDBsH
25/08/2022,-11.37,LHBuSEkOYe john lewis wCgfd
17/04/2022,-84.07,tiZqbsCDYL nabu casa NYqqh
11/07/2022,41.83,kaIzZNXVIV birthday gift JAoHH
19/07/2022,-70.87,KvcgUOqATg british gas qQCrV
13/12/2020,25.78,CPTkuDRQwt birthday gift aFDwM
06/05/2022,14.64,KUKJXWbrBF paycheck WkhTo
13/11/2021,7.65,zBXANurYhB salary cQJwn
13/12/2021,-27.48,evEaGWUlTO bt VxaDz
31/05/2022,-51.5,FRbBoNSwlq coop tLnIh
15/06/2022,-54.42,aNwPsgRBoG cinema MZqnB
23/05/2022,-83.71,JiSDFGogAR o2 ssSBx
27/09/2021,-35.08,pOkftqpsvE o2 wUGZM
11/08/2022,-74.68,UrUEdOByhL cash prZzo
17/07/2021,-45.45,QeHJBivPXZ amazon ryCmO
04/04/2022,7.54,TgYIEVHoUj paycheck dSCZT
30/03/2022,-77.42,gfVrntJaKe aldi iSAsp
30/06/2021,32.41,eEIjbmsIjc paycheck JPyVb
11/12/2020,-41.72,MkvYjlprzL invest GwTgd
21/12/2021,-59.31,svfXZvLNhx fitness daKiy
25/06/2022,-33.32,BiswtWhVqI tfgm JrcoM
17/04/2022,-74.41,HpUDkUnwrm nabu casa vBfkA
15/11/2020,-34.7,bLgettfaha amzn cHRzO
03/08/2022,0.64,WRDfOUloPs birthday gift dpobS
11/11/2020,-61.92,YSONNbzJkE gym mheVM
10/07/2022,-27.67,uIhcQIoGgM john lewis kcSBM
10/03/2021,18.85,bUJFrxRxLm birthday gift tddmd
09/10/2020,-78.34,WuDqjaaNnG aldi qHMXS
07/06/2021,-40.59,XqeSpnXkEu cinema VojCs
29/03/2022,-83.01,AGnhRobhWq apple mxgMx
01/02/2021,-8.85,bWGBAdnuMz apple cWJdd
02/01/2022,37.38,GqNPVbjnbb salary IfDXT
20/01/2022,-20.14,KNtaEimKcq o2 kvhzQ
27/11/2021,57.06,CslhRRbvRH birthday gift btYFJ
09/12/2021,-30.95,uLuReqpNVL marks&spencer slafI
19/04/2021,-2.42,CQOSeIxWcq etoro VOlEy
24/03/2021,-43.01,dTLLYOtbjN tfgm fdmRw
18/11/2020,-89.1,kbwSrWXzDR united utilities qsiyl
15/10/2021,-75.1,YPfIcdbIEA spa gdqpU
11/08/2021,-72.42,qiuOVALfJh coop Bnoye
03/12/2020,-62.4,aDnhEhqUEP tesco DcUSK
20/06/2021,6.78,JQiItsAwzq paycheck fjmyj
27/09/2021,-69.91,PmQdxlFoBq etoro lakgH
26/11/2021,-59.0,uhHDHIGrNj tfgm fivEW
09/07/2021,-66.05,eBtvOXPdNU sainsbury xDeql
19/06/2022,-15.88,NkcxplDyyJ vanguard xWnvM
22/07/2022,2.65,OmdWDauRCh birthday gift kuHjl
25/07/2021,6.86,xzOqjTQQEu birthday gift GcXHF
28/10/2020,-33.81,VqpNlVyKGu tfgm SojOT
13/04/2022,8.37,hulrjhTluZ salary ymzdF
31/10/2020,-31.85,IUaqYTdYQG apple fwhrm
22/02/2021,-84.59,YQezoWtbRP aldi qEdJV
20/03/2022,-10.74,AyLYapscRA cash AZMcY
